RE	TG	Weight
chr1_569661_570136	PUSL1	0.43885
chr1_713684_714720	DVL1	-0.403956
chr1_752443_752880	PUSL1	-0.410281
chr1_839726_840358	DVL1	-0.461478
chr1_839726_840358	GNB1	0.466351
chr1_839726_840358	PUSL1	-0.44313
chr1_839726_840358	SAMD11	0.33882
chr1_840522_840959	AURKAIP1	-0.489111
chr1_840522_840959	DVL1	-0.576037
chr1_840522_840959	GNB1	0.407437
chr1_840522_840959	ISG15	-0.51136
chr1_840522_840959	PUSL1	-0.657991
chr1_840522_840959	SAMD11	0.33882
chr1_848251_848517	SAMD11	0.25835
chr1_856458_856764	AGRN	0.41476
chr1_856458_856764	AURKAIP1	-0.493575
chr1_856458_856764	DVL1	-0.590596
chr1_856458_856764	GNB1	0.441108
chr1_856458_856764	ISG15	-0.550448
chr1_856458_856764	PUSL1	-0.67499
chr1_856458_856764	SAMD11	0.55327
chr1_858647_859503	AGRN	0.27566
chr1_858647_859503	AURKAIP1	-0.431154
chr1_858647_859503	DVL1	-0.477802
chr1_858647_859503	GNB1	0.452062
chr1_858647_859503	ISG15	-0.53117
chr1_858647_859503	PUSL1	-0.587597
chr1_858647_859503	SAMD11	0.26121
chr1_860163_860532	AGRN	0.29983
chr1_860163_860532	AURKAIP1	-0.431154
chr1_860163_860532	DVL1	-0.477802
chr1_860163_860532	ISG15	-0.53117
chr1_860163_860532	PUSL1	-0.587597
chr1_860163_860532	SAMD11	0.462579
chr1_873558_873803	AGRN	0.35301
chr1_873558_873803	SAMD11	0.23914
chr1_875547_876385	AGRN	0.40956
chr1_875547_876385	AURKAIP1	-0.512421
chr1_875547_876385	DVL1	-0.560736
chr1_875547_876385	GNB1	0.409833
chr1_875547_876385	ISG15	-0.55738
chr1_875547_876385	PUSL1	-0.62893
chr1_875547_876385	SAMD11	0.43236
chr1_875547_876385	SLC35E2B	0.416389
chr1_876576_877423	AGRN	0.34676
chr1_876576_877423	AURKAIP1	-0.512421
chr1_876576_877423	DVL1	-0.560736
chr1_876576_877423	GNB1	0.409833
chr1_876576_877423	ISG15	-0.55738
chr1_876576_877423	PUSL1	-0.62893
chr1_876576_877423	SAMD11	0.43236
